name	lat	lon
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6053925	-121.6681742
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6566302	-121.727314
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6566302	-121.727314
Lewis_Woodpecker	37.6566302	-121.727314
Lewis_Woodpecker	37.6818314	-121.7680588
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6818314	-121.7680588
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.5009412	-121.5387943
Lewis_Woodpecker	37.5952587	-121.6320064
Lewis_Woodpecker	37.5960729	-121.7029568
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.56834	-121.58154
Lewis_Woodpecker	37.5227971	-121.5493011
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5897511	-121.6062927
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5855342	-121.6095543
Lewis_Woodpecker	37.53919	-121.56587
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5888331	-121.6079738
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5977027	-121.6418588
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.607023	-121.6708019
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.59433	-121.88907
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5645823	-121.5815735
Lewis_Woodpecker	37.6601188	-121.7328072
Lewis_Woodpecker	37.6015831	-121.6515758
Lewis_Woodpecker	37.6139844	-121.689291
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.60903	-121.67647
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.621336	-121.7019939
Lewis_Woodpecker	37.6870807	-121.7415619
Lewis_Woodpecker	37.57674	-121.69373
Lewis_Woodpecker	37.6628339	-121.7326784
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6628339	-121.7326784
Lewis_Woodpecker	37.7473997	-121.7071711
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6351693	-121.7110062
Lewis_Woodpecker	37.482932	-121.532285
Lewis_Woodpecker	37.7473997	-121.7071711
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5986601	-121.8164921
Lewis_Woodpecker	37.5986601	-121.8164921
Lewis_Woodpecker	37.5836207	-121.6344452
Lewis_Woodpecker	37.5836207	-121.6344452
Lewis_Woodpecker	37.51344	-121.541
Lewis_Woodpecker	37.51344	-121.541
Lewis_Woodpecker	37.6411833	-121.6405573
Lewis_Woodpecker	37.6582757	-121.7319489
Lewis_Woodpecker	37.59044	-121.6253
Lewis_Woodpecker	37.6351693	-121.7110062
Lewis_Woodpecker	37.6458739	-121.6283083
Lewis_Woodpecker	37.6582757	-121.7319489
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.616662	-121.6959
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6293916	-121.7058563
Lewis_Woodpecker	37.728525	-121.9124159
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5243214	-121.8211288
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.604932	-121.687293
Lewis_Woodpecker	37.604932	-121.687293
Lewis_Woodpecker	37.607808	-121.692959
Lewis_Woodpecker	37.60065	-121.688908
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.6601188	-121.7328072
Lewis_Woodpecker	37.616185	-121.6957283
Lewis_Woodpecker	37.6209281	-121.7006636
Lewis_Woodpecker	37.60714	-121.69176
Lewis_Woodpecker	37.62194	-121.70142
Lewis_Woodpecker	37.6117837	-121.6959858
Lewis_Woodpecker	37.6076319	-121.6931641
Lewis_Woodpecker	37.6077721	-121.6929817
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.6107979	-121.6957283
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.60886	-121.6738415
Lewis_Woodpecker	37.6059298	-121.6890107
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.6111562	-121.6960287
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.607808	-121.692959
Lewis_Woodpecker	37.60065	-121.688908
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.6115118	-121.6965866
Lewis_Woodpecker	37.6209281	-121.7006636
Lewis_Woodpecker	37.6065482	-121.690836
Lewis_Woodpecker	37.60814	-121.8731
Lewis_Woodpecker	37.62215	-121.70225
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.6217779	-121.7018652
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.6208389	-121.7485571
Lewis_Woodpecker	37.6266033	-121.7037609
Lewis_Woodpecker	37.659601	-121.731968
Lewis_Woodpecker	37.616815	-121.6959
Lewis_Woodpecker	37.616815	-121.6959
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.616815	-121.6959
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.60065	-121.688908
Lewis_Woodpecker	37.60065	-121.688908
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.6438011	-121.7176151
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.6011762	-121.6996765
Lewis_Woodpecker	37.6011762	-121.6996765
Lewis_Woodpecker	37.6077721	-121.6929817
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.6209281	-121.7006636
Lewis_Woodpecker	37.6209281	-121.7006636
Lewis_Woodpecker	37.6601188	-121.7328072
Lewis_Woodpecker	37.6601188	-121.7328072
Lewis_Woodpecker	37.5534237	-121.5735054
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.6046442	-121.6869736
Lewis_Woodpecker	37.644346	-121.718187
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.5983783	-121.6928221
Lewis_Woodpecker	37.5851261	-121.6988182
Lewis_Woodpecker	37.53919	-121.56587
Lewis_Woodpecker	37.53919	-121.56587
Lewis_Woodpecker	37.621941	-121.701881
Lewis_Woodpecker	37.5534237	-121.5735054
