name	lat	lon
House_Wren	37,87163	-122,27308
House_Wren	37,87163	-122,27308
House_Wren	37,5534237	-121,5735054
House_Wren	37,5534237	-121,5735054
House_Wren	37,515899	-121,8318051
House_Wren	37,8004255	-122,1547079
House_Wren	37,8004255	-122,1547079
House_Wren	37,8325238	-122,2355292
House_Wren	37,8740168	-122,237808
House_Wren	37,5534237	-121,5735054
House_Wren	37,5243214	-121,8211288
House_Wren	37,5534237	-121,5735054
House_Wren	37,8740168	-122,237808
House_Wren	37,5534237	-121,5735054
House_Wren	37,5534237	-121,5735054
House_Wren	37,5534237	-121,5735054
House_Wren	37,6053925	-121,6681742
House_Wren	37,6053925	-121,6681742
House_Wren	37,6053925	-121,6681742
House_Wren	37,59044	-121,6253
House_Wren	37,5058789	-121,814872
House_Wren	37,5534237	-121,5735054
House_Wren	37,5156045	-121,5431911
House_Wren	37,7989568	-122,2603615
House_Wren	37,5159617	-121,5435772
House_Wren	37,6098799	-121,6749573
House_Wren	37,553764	-122,0875025
House_Wren	37,5243214	-121,8211288
House_Wren	37,5534237	-121,5735054
House_Wren	37,8740168	-122,237808
House_Wren	37,5534237	-121,5735054
House_Wren	37,5534237	-121,5735054
House_Wren	37,54824	-121,98907
House_Wren	37,5534237	-121,5735054
House_Wren	37,5960729	-121,7029568
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5534237	-121,5735054
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,553764	-122,0875025
House_Wren	37,6284527	-122,028392
House_Wren	37,5534237	-121,5735054
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,6284527	-122,028392
House_Wren	37,53919	-121,56587
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,6155232	-121,8889761
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,6284527	-122,028392
House_Wren	37,6284527	-122,028392
House_Wren	37,5534237	-121,5735054
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,6284527	-122,028392
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5534237	-121,5735054
House_Wren	37,5243214	-121,8211288
House_Wren	37,5227971	-121,5493011
House_Wren	37,5316305	-122,0733619
House_Wren	37,5851261	-121,6988182
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5154339	-121,7452149
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5243214	-121,8211288
House_Wren	37,5154339	-121,7452149
House_Wren	37,5154339	-121,7452149
House_Wren	37,5243214	-121,8211288
House_Wren	37,5154339	-121,7452149
House_Wren	37,5154339	-121,7452149
House_Wren	37,5243214	-121,8211288
House_Wren	37,553764	-122,0875025
House_Wren	37,5243214	-121,8211288
House_Wren	37,5154339	-121,7452149
House_Wren	37,5154339	-121,7452149
House_Wren	37,5534237	-121,5735054
